position,rank,name,lastName,uri,imageUri,worth,salary,managementAssets,government,title,pay,headquarters,state,age,source,industry,gender,country,timestamp,squareImage,worthChange,realTimeWorth,realTimeRank,realTimePosition
1417,1415,Hamdi Akin,Akin,hamdi-akin,no-pic,1500.0,,,,,,,,69,diversified,Diversified,M,Turkey,1708230002206,//specials-images.forbesimg.com/imageserve/5e77e164c7b02d000666e0aa/416x416.jpg?background=000000&cropX1=37&cropX2=1079&cropY1=181&cropY2=1223,0.0,1335.585,2141,2141
1418,1415,Nigel Austin,Austin,nigel-austin,no-pic,1500.0,,,,,,,,53,retail,Fashion & Retail,M,Australia,1708230002206,//specials-images.forbesimg.com/imageserve/591c5aec4bbe6f1b730a5377/416x416.jpg?background=000000&cropX1=414&cropX2=866&cropY1=103&cropY2=555,0.0,1218.444,2269,2269
1419,1415,Louis Bacon,Bacon,louis-bacon,louis-bacon,1500.0,,,False,"Founder, Moore Capital Management, LP",,NY,New York,67,hedge funds,Finance & Investments,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5a8ede9131358e4955ae08e1/416x416.jpg?background=000000&cropX1=171&cropX2=2280&cropY1=189&cropY2=2298,0.0,1491.822,1961,1961
1420,1415,Bang Jun-hyuk,Bang,bang-jun-hyuk,no-pic,1500.0,,,,,,,,55,online gaming,Technology,M,South Korea,1708230002206,https://specials-images.forbesimg.com/imageserve/60b1244847392947cd5f6bbe/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=122&cropY2=866,0.0,1026.361,2511,2511
1421,1415,Harindarpal Banga,Banga,harindarpal-banga,harindarpal-banga,1500.0,,,,,,,,73,commodities,Finance & Investments,M,India,1708230002206,//specials-images.forbesimg.com/imageserve/5e768b1210380d0006fbb3d1/416x416.jpg?background=000000&cropX1=931&cropX2=3496&cropY1=63&cropY2=2627,0.0,2769.343,1145,1145
1422,1415,Nicolas Berggruen,Berggruen,nicolas-berggruen,nicolas-berggruen,1500.0,,,,,,CA,California,62,investments,Finance & Investments,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/632cd14fe06f3f48e97d2c2f/416x416.jpg?background=000000&cropX1=555&cropX2=1988&cropY1=205&cropY2=1639,0.0,3206.0,984,984
1423,1415,Leonid Boguslavsky,Boguslavsky,leonid-boguslavsky,leonid-boguslavsky,1500.0,,,,,,,,72,venture capital,Finance & Investments,M,Russia,1708230002206,//specials-images.forbesimg.com/imageserve/5e777f4c10380d0006fbbe73/416x416.jpg?background=000000&cropX1=1416&cropX2=4639&cropY1=0&cropY2=3221,0.0,4940.452,587,587
1424,1415,Ahmet Calik,Calik,ahmet-calik,ahmet-calik,1500.0,,,,,,,,65,"energy, banking, construction",Diversified,M,Turkey,1708230002206,//specials-images.forbesimg.com/imageserve/5e77de68d8e1ae0007b73860/416x416.jpg?background=000000&cropX1=1616&cropX2=2709&cropY1=60&cropY2=1152,0.0,1516.6,1926,1926
1425,1415,Cao Ji,Cao,cao-ji,no-pic,1500.0,,,,,,,,72,manufacturing,Manufacturing,M,China,1708230002206,,0.0,1252.962,2234,2234
1426,1415,Chan Tan Ching-fen,Chan,chan-tan-ching-fen,no-pic-female,1500.0,,,,,,,,,real estate,Real Estate,F,Hong Kong,1708230002206,,0.0,2625.753,1207,1207
1427,1415,Chen Fashu,Chen,fashu-chen,fashu-chen,1500.0,,,,,,,,63,investments,Finance & Investments,M,China,1617122524992,https://specials-images.forbesimg.com/imageserve/5a061a6b31358e542c051d52/416x416.jpg?background=000000&cropX1=666&cropX2=2508&cropY1=210&cropY2=2051,,,,
1428,1415,Chen Huxiong,Chen,huxiong-chen,no-pic,1500.0,,,,,,,,53,stationery,Manufacturing,M,China,1604523187601,,,,,
1429,1415,Chey Tae-won,Chey,chey-tae-won,chey-tae-won,1500.0,,,False,SK Holdings,,,,63,"oil, semiconductor",Telecom,M,South Korea,1708230002206,//specials-images.forbesimg.com/imageserve/5d25f0544c687b00085c3ef0/416x416.jpg?background=000000&cropX1=651&cropX2=3409&cropY1=1106&cropY2=3866,0.0,1804.734,1673,1673
1430,1415,Ivan Chrenko,Chrenko,ivan-chrenko,no-pic,1500.0,,,,,,,,56,real estate,Real Estate,M,Slovakia,1708230002206,//specials-images.forbesimg.com/imageserve/5c71f307a7ea431000434ea4/416x416.jpg?background=000000&cropX1=132&cropX2=612&cropY1=2&cropY2=481,0.0,2007.755,1538,1538
1431,1415,Jacques D'Amours,D'Amours,jacques-damours,no-pic,1500.0,,,False,"Vice President and Cofounder, Alimentation Couche Tard Inc. Cl A",,,,67,retail,Fashion & Retail,M,Canada,1708230002206,,0.0,3836.229,786,786
1432,1415,Kommer Damen,Damen,kommer-damen,kommer-damen,1500.0,,,,,,,,79,shipbuilding,Manufacturing,M,Netherlands,1708230002206,//specials-images.forbesimg.com/imageserve/58a241e3a7ea431f321972d9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=356&cropY2=1100,0.0,2116.258,1464,1464
1433,1415,Ana Lucia de Mattos Barretto Villela,de Mattos Barretto Villela,ana-lucia-de-mattos-barretto-villela,no-pic-female,1500.0,,,,,,,,50,banking,Finance & Investments,F,Brazil,1708230002206,//specials-images.forbesimg.com/imageserve/5e7422c310380d0006bdac2a/416x416.jpg?background=000000&cropX1=176&cropX2=2832&cropY1=268&cropY2=2925,0.0,1874.173,1626,1626
1434,1415,D. Leopoldo Del Pino,Del Pino,d-leopoldo-del-pino,no-pic,1500.0,,,,,,,,61,construction,Construction & Engineering,M,Spain,1708230002206,,0.0,2088.811,1482,1482
1435,1415,Stephen Feinberg,Feinberg,stephen-feinberg,no-pic,1500.0,,,False,"Co-founder and CEO, Cerberus Capital Management",,NY,New York,63,private equity,Finance & Investments,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5898b33e31358e590cda3d77/416x416.jpg?background=000000&cropX1=55&cropX2=744&cropY1=26&cropY2=716,0.0,4671.445,625,625
1436,1415,"Frank Fertitta, III.",Fertitta,frank-fertitta-iii,frank-fertitta-iii,1500.0,,,,,,NV,Nevada,61,"casinos, mixed martial arts",Sports,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5ba67c214bbe6f79516f6c10/416x416.jpg?background=000000&cropX1=105&cropX2=676&cropY1=151&cropY2=722,0.0,3155.413,999,999
1437,1415,Lorenzo Fertitta,Fertitta,lorenzo-fertitta,lorenzo-fertitta,1500.0,,,,,,NV,Nevada,55,"casinos, mixed martial arts",Sports,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5ba67eaea7ea434e4c696e8e/416x416.jpg?background=000000&cropX1=37&cropX2=587&cropY1=174&cropY2=724,0.0,3063.218,1035,1035
1438,1415,Abhay Firodia,Firodia,abhay-firodia,abhay-firodia,1500.0,,,,,,,,79,automobiles,Automotive,M,India,1708230002206,https://specials-images.forbesimg.com/imageserve/652560811652f530d3c4b1a6/416x416.jpg?background=000000&cropX1=520&cropX2=2013&cropY1=294&cropY2=1788,0.0,4059.062,740,740
1439,1415,Phillip Frost,Frost,phillip-frost,phillip-frost,1500.0,,,,,,FL,Florida,87,pharmaceuticals,Healthcare,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5ba59e7c4bbe6f79516f67c1/416x416.jpg?background=000000&cropX1=139&cropX2=990&cropY1=21&cropY2=872,-0.016,1756.422,1716,1716
1440,1415,Yasuhiro Fukushima,Fukushima,yasuhiro-fukushima,yasuhiro-fukushima,1500.0,,,,,,,,76,video games,Media & Entertainment,M,Japan,1708230002206,//specials-images.forbesimg.com/imageserve/5c70e72c31358e35dd26ee51/416x416.jpg?background=000000&cropX1=60&cropX2=566&cropY1=2&cropY2=508,0.0,1681.908,1774,1774
1441,1415,Mario Gabelli,Gabelli,mario-gabelli,mario-gabelli,1500.0,,,,,,CT,Connecticut,81,money management,Finance & Investments,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5a8ee00ca7ea43169014191b/416x416.jpg?background=000000&cropX1=1466&cropX2=4449&cropY1=128&cropY2=3109,-0.42,1618.716,1827,1827
1442,1415,Rolf Gerling,Gerling,rolf-gerling,rolf-gerling,1500.0,,,,,,,,69,insurance,Finance & Investments,M,Germany,1708230002206,//specials-images.forbesimg.com/imageserve/56c9dd05e4b062f6b59a2cd5/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=113&cropY2=857,0.0,2242.568,1394,1394
1443,1415,Alan Gerry,Gerry,alan-gerry,alan-gerry,1500.0,,,,,,NY,New York,95,cable television,Media & Entertainment,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/e520ca6f0acfc9c577cccce57d14dddf/416x416.jpg?background=000000&cropX1=0&cropX2=2336&cropY1=275&cropY2=2613,0.0,1477.31,1976,1976
1444,1415,Harsh Goenka,Goenka,harsh-goenka,harsh-goenka,1500.0,,,,,,,,66,diversified,Diversified,M,India,1708230002206,//specials-images.forbesimg.com/imageserve/57d88fc5a7ea430a8a19de14/416x416.jpg?background=000000&cropX1=71&cropX2=491&cropY1=243&cropY2=664,0.0,3197.529,986,986
1445,1415,Esther Grether,Grether,esther-grether,no-pic-female,1500.0,,,,,,,,88,art collection,Fashion & Retail,F,Switzerland,1708230002206,//specials-images.forbesimg.com/imageserve/5e77ce17c7b02d000666de1d/416x416.jpg?background=000000&cropX1=106&cropX2=899&cropY1=13&cropY2=806,0.0,1500.0,1944,1945
1446,1415,Bill Gross,Gross,bill-gross,bill-gross,1500.0,,,False,"Cofounder and Co-Chief Investment Officer, Pacific Investment Management Company LLC",,CA,California,79,investments,Finance & Investments,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/59dd8a2831358e542c0394b0/416x416.jpg?background=000000&cropX1=914&cropX2=3337&cropY1=246&cropY2=2667,0.0,1577.471,1865,1865
1447,1415,Gu Wei,Gu,wei-gu-1,no-pic,1500.0,,,,,,,,59,consumer electronics,Manufacturing,M,China,1604523213137,//specials-images.forbesimg.com/imageserve/5a97219931358e79a28a9b01/416x416.jpg?background=000000&cropX1=120&cropX2=4005&cropY1=549&cropY2=4432,,,,
1448,1415,Mehmet Nazif Gunal,Gunal,mehmet-nazif-gunal,mehmet-nazif-gunal,1500.0,,,,,,,,76,"tourism, construction",Diversified,M,Turkey,1617670472218,//specials-images.forbesimg.com/imageserve/5c7261e5a7ea4310004353ed/416x416.jpg?background=000000&cropX1=115&cropX2=706&cropY1=1&cropY2=592,,,,
1449,1415,Guo Ziwen,Guo,guo-ziwen,no-pic,1500.0,,,,,,,,60,real estate,Real Estate,M,China,1604523268948,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,,,,
1450,1415,Christian Herz,Herz,christian-herz,no-pic,1500.0,,,,,,,,,coffee,Finance & Investments,M,Germany,1708230002206,//specials-images.forbesimg.com/imageserve/5e7ba54610380d0006fc13e2/416x416.jpg?background=000000&cropX1=176&cropX2=1371&cropY1=80&cropY2=1276,0.0,1149.289,2345,2345
1451,1415,Michaela Herz,Herz,michaela-herz,no-pic-female,1500.0,,,,,,,,,coffee,Finance & Investments,F,Germany,1708230002206,,0.0,1149.289,2345,2346
1452,1415,Orion Hindawi,Hindawi,orion-hindawi,orion-hindawi,1500.0,,,False,"CEO, Tanium",,CA,California,44,software,Technology,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/642c2d45b3329571c4e1c15f/416x416.jpg?background=000000&cropX1=870&cropX2=1819&cropY1=230&cropY2=1180,0.0,1187.3,2302,2302
1453,1415,Stewart Horejsi,Horejsi,stewart-horejsi,no-pic,1500.0,,,,,,AZ,Arizona,86,Berkshire Hathaway,Finance & Investments,M,United States,1708230002206,,0.0,3317.562,937,937
1454,1415,Douglas Hsu,Hsu,douglas-hsu,douglas-hsu,1500.0,,,,,,,,81,diversified,Diversified,M,Taiwan,1708230002206,https://specials-images.forbesimg.com/imageserve/62680848cbf73520d8639f9a/416x416.jpg?background=000000&cropX1=474&cropX2=3143&cropY1=0&cropY2=2668,0.0,2082.326,1485,1485
1455,1415,Huang Wei,Huang,wei-huang,no-pic,1500.0,,,,,,,,64,real estate,Real Estate,M,China,1708230002206,,0.0,1296.921,2183,2183
1456,1415,Huang Xiaofen,Huang,huang-xiaofen,no-pic-female,1500.0,,,,,,,,62,printed circuit boards,Technology,F,China,1617670384777,,,,,
1457,1415,Bradley Jacobs,Jacobs,brad-jacobs,no-pic,1500.0,,,,,,CT,Connecticut,67,logistics,Logistics,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5d92021b6de3150009a58b52/416x416.jpg?background=000000&cropX1=525&cropX2=1914&cropY1=812&cropY2=2203,0.0,3825.563,787,787
1458,1415,Stephen Jarislowsky,Jarislowsky,stephen-jarislowsky,stephen-jarislowsky,1500.0,,,False,"Cofounder and Chairman, Jarislowsky & Fraser",,,,98,money management,Finance & Investments,M,Canada,1708230002206,//specials-images.forbesimg.com/imageserve/5e744a152a573300068fcd93/416x416.jpg?background=000000&cropX1=284&cropX2=1738&cropY1=0&cropY2=1455,0.0,1501.459,1943,1943
1459,1415,Jia Tianjiang,Jia,tianjiang-jia,no-pic,1500.0,,,,,,,,61,non-ferrous metals,Metals & Mining,M,China,1617670259112,,,,,
1460,1415,Sergei Katsiev,Katsiev,sergei-katsiev,sergei-katsiev,1500.0,,,,,,,,66,"retail, wholesale",Fashion & Retail,M,Russia,1708230002206,//specials-images.forbesimg.com/imageserve/e753977d890754dbba7047e45c7f4f80/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=27&cropY2=770,0.0,1871.432,1628,1628
1461,1415,Michael Kim,Kim,michael-kim,no-pic,1500.0,,,False,MBK Partners,,,,60,Investment,Finance & Investments,M,South Korea,1708230002206,https://specials-images.forbesimg.com/imageserve/60b1234a57b6567f575f6bbe/416x416.jpg?background=000000&cropX1=0&cropX2=1559&cropY1=341&cropY2=1900,0.0,9586.65,232,232
1462,1415,Seth Klarman,Klarman,seth-klarman,seth-klarman,1500.0,,,False,"CEO & President, Baupost Group",,MA,Massachusetts,66,investments,Finance & Investments,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5c82c7664bbe6f3f4f4beb9b/416x416.jpg?background=000000&cropX1=837&cropX2=2241&cropY1=330&cropY2=1733,0.0,1280.533,2205,2205
1463,1415,Mustafa Rahmi Koc,Koc,mustafa-rahmi-koc,mustafa-rahmi-koc,1500.0,,,,,,,,93,diversified,Diversified,M,Turkey,1708230002206,//specials-images.forbesimg.com/imageserve/56cc5097e4b062f6b59a505c/416x416.jpg?background=000000&cropX1=2&cropX2=738&cropY1=95&cropY2=831,0.0,2745.532,1160,1160
1464,1415,William Koch,Koch,william-koch,william-koch,1500.0,,,,,,FL,Florida,83,"oil, investments",Energy,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5a8eecc84bbe6f2652f637b6/416x416.jpg?background=000000&cropX1=955&cropX2=3256&cropY1=142&cropY2=2442,0.0,1951.0,1583,1583
1465,1415,"Andre Koo, Sr.",Koo,andre-koo-sr,no-pic,1500.0,,,,,,,,56,financial services,Finance & Investments,M,Taiwan,1708230002206,https://specials-images.forbesimg.com/imageserve/6091bac098a99aea07723c48/416x416.jpg?background=000000&cropX1=2&cropX2=1572&cropY1=7&cropY2=1577,0.0,3737.563,800,800
1466,1415,Christopher Kwok,Kwok,christopher-kwok,no-pic,1500.0,,,,,,,,37,real estate,Real Estate,M,Hong Kong,1708230002206,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,0.0,1363.358,2108,2108
1467,1415,Edward Kwok,Kwok,edward-kwok,no-pic,1500.0,,,,,,,,42,real estate,Real Estate,M,Hong Kong,1708230002206,,0.0,1361.273,2111,2111
1468,1415,James Leininger,Leininger,james-leininger,james-leininger,1500.0,,,,,,TX,Texas,78,medical products,Healthcare,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/041a945d6f58b58c25ed00c227dde161/416x416.jpg?background=000000&cropX1=35&cropX2=718&cropY1=92&cropY2=775,0.0,1687.041,1771,1771
1469,1415,Li Guangyu,Li,li-guangyu,no-pic,1500.0,,,,,,,,60,education,Service,M,China,1604523233508,https://specials-images.forbesimg.com/imageserve/603e8f5d4a2df75cef4fb25a/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,,,,
1470,1415,Li Liangbin,Li,li-liangbin,no-pic,1500.0,,,,,,,,56,lithium,Manufacturing,M,China,1708230002206,https://specials-images.forbesimg.com/imageserve/6182e625fd46d40beab82195/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,0.0,1638.981,1818,1818
1471,1415,Li Xuhui,Li,xuhui-li,no-pic-female,1500.0,,,,,,,,55,soy sauce,Food & Beverage,F,China,1604523209724,,,,,
1472,1415,Prayudh Mahagitsiri,Mahagitsiri,prayudh-mahagitsiri,prayudh-mahagitsiri,1500.0,,,,,,,,78,"coffee, shipping",Food & Beverage,M,Thailand,1708230002206,https://specials-images.forbesimg.com/imageserve/64a6ea43ad19f93be68aa488/416x416.jpg?background=000000&cropX1=380&cropX2=1799&cropY1=380&cropY2=1800,0.0,2083.551,1484,1484
1473,1415,Katarina Martinson,Martinson,katarina-martinson,no-pic-female,1500.0,,,,,,,,42,investments,Diversified,F,Sweden,1708230002206,//specials-images.forbesimg.com/imageserve/5c722b8b4bbe6f51818aba2b/416x416.jpg?background=000000&cropX1=182&cropX2=1014&cropY1=2&cropY2=833,0.0,2479.541,1276,1276
1474,1415,Mi Enhua,Mi,mi-enhua,no-pic,1500.0,,,,,,,,65,retail,Fashion & Retail,M,China,1708230002206,,0.0,2257.324,1384,1384
1475,1415,Martin Moller Nielsen,Moller Nielsen,martin-moller-nielsen,no-pic,1500.0,,,,,,,,59,aircraft leasing,Logistics,M,Denmark,1708230002206,https://specials-images.forbesimg.com/imageserve/632b491b3265f4d9da44b124/416x416.jpg?background=000000&cropX1=18&cropX2=1000&cropY1=199&cropY2=1181,0.0,1274.96,2209,2209
1476,1415,Manuel Moroun,Moroun,manuel-moroun,manuel-moroun,1500.0,,,,,,MI,Michigan,96,transportation,Logistics,M,United States,1594680201252,//specials-images.forbesimg.com/imageserve/5a84c06b4bbe6f2652f59aee/416x416.jpg?background=000000&cropX1=231&cropX2=2206&cropY1=325&cropY2=2302,,,,
1477,1415,Robert Mouawad,Mouawad,robert-mouawad,no-pic,1500.0,,,,,,,,79,fine jewelry,Service,M,Lebanon,1708230002206,//specials-images.forbesimg.com/imageserve/589fcfdf4bbe6f0e5586905e/416x416.jpg?background=000000&cropX1=3&cropX2=742&cropY1=40&cropY2=780,0.0,1537.5,1906,1906
1478,1415,Ezra Nahmad,Nahmad,ezra-nahmad,ezra-nahmad,1500.0,,,,,,,,78,art,Finance & Investments,M,Monaco,1708230002206,//specials-images.forbesimg.com/imageserve/5c70fed0a7ea431000434169/416x416.jpg?background=000000&cropX1=410&cropX2=1740&cropY1=126&cropY2=1455,0.0,1750.0,1719,1719
1479,1415,Stefan Olsson,Olsson,stefan-olsson,stefan-olsson,1500.0,,,,,,,,75,diversified,Diversified,M,Sweden,1708230002206,//specials-images.forbesimg.com/imageserve/0979fd4703a71dcf6d05021a5d278189/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=95&cropY2=839,0.0,1895.745,1614,1614
1480,1415,Gretel Packer,Packer,gretel-packer,gretel-packer,1500.0,,,,,,,,57,casinos,Media & Entertainment,F,Australia,1708230002206,https://specials-images.forbesimg.com/imageserve/65ca4c10a7a315cfe33640bc/416x416.jpg?background=000000&cropX1=161&cropX2=815&cropY1=13&cropY2=667,0.0,1651.773,1804,1804
1481,1415,Ranjan Pai,Pai,ranjan-pai,ranjan-pai,1500.0,,,,,,,,51,education,Service,M,India,1708230002206,https://specials-images.forbesimg.com/imageserve/65256eb53111c7e9ac979e17/416x416.jpg?background=000000&cropX1=960&cropX2=1452&cropY1=550&cropY2=1043,0.0,2757.723,1153,1153
1482,1415,Lirio Parisotto,Parisotto,lirio-parisotto,lirio-parisotto,1500.0,,,,,,,,70,investments,Finance & Investments,M,Brazil,1708230002206,//specials-images.forbesimg.com/imageserve/56c619bce4b062f6b59a0c55/416x416.jpg?background=000000&cropX1=156&cropX2=692&cropY1=3&cropY2=540,0.0,2802.092,1129,1129
1483,1415,G. Rajendran,Rajendran,g-rajendran,no-pic,1500.0,,,,,,,,81,jewellery,Fashion & Retail,M,India,1708230002206,,0.0,1906.833,1599,1599
1484,1415,Jerry Reinsdorf,Reinsdorf,jerry-reinsdorf,jerry-reinsdorf,1500.0,,,,,,IL,Illinois,87,sports teams,Sports,M,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/60381da7b017abb1996a3b92/416x416.jpg?background=000000&cropX1=859&cropX2=1988&cropY1=107&cropY2=1235,0.0,2406.64,1318,1318
1485,1415,Duke Reyes,Reyes,duke-reyes,no-pic,1500.0,,,,,,FL,Florida,66,beer distribution,Food & Beverage,M,United States,1708230002206,,0.0,1881.0,1623,1623
1486,1415,Sheryl Sandberg,Sandberg,sheryl-sandberg,sheryl-sandberg,1500.0,,,False,"COO, Facebook",,CA,California,54,Facebook,Technology,F,United States,1708230002206,https://specials-images.forbesimg.com/imageserve/5f7794e2f96d8cf1ef36a5e7/416x416.jpg?background=000000&cropX1=168&cropX2=1430&cropY1=132&cropY2=1394,0.0,2020.311,1526,1526
1487,1415,Alice Schwartz,Schwartz,alice-schwartz,no-pic-female,1500.0,,,,,,CA,California,97,biotech,Healthcare,F,United States,1708230002206,,0.0,1587.909,1845,1845
1488,1415,Peter Sperling,Sperling,peter-sperling,peter-sperling,1500.0,,,,,,AZ,Arizona,64,education,Service,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/91f3da758eeea38c95c76fe1260352d0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=0&cropY2=744,0.0,1573.15,1871,1871
1489,1415,Vonnarat Tangkaravakoon,Tangkaravakoon,vonnarat-tangkaravakoon,no-pic,1500.0,,,,,,,,52,"wire & cables, paints",Manufacturing,M,Thailand,1617670272170,https://specials-images.forbesimg.com/imageserve/60196fa8c70eb1a885b36c0e/416x416.jpg?background=000000&cropX1=0&cropX2=2253&cropY1=71&cropY2=2323,,,,
1490,1415,Tran Ba Duong,Tran,tran-ba-duong,no-pic,1500.0,,,,,,,,63,automotive,Automotive,M,Vietnam,1708230002206,,0.0,1442.518,2011,2011
1491,1415,Kenny Troutt,Troutt,kenny-troutt,kenny-troutt,1500.0,,,,,,TX,Texas,76,telecom,Telecom,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/b491c82df35b9f005aeda31736537e21/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=98&cropY2=842,0.0,1535.0,1910,1910
1492,1415,Tseng Cheng,Tseng,tseng-cheng,no-pic,1500.0,,,,,,,,62,petrochemicals,Manufacturing,M,Taiwan,1708230002206,,0.0,1732.982,1732,1732
1493,1415,John Tyson,Tyson,john-tyson,no-pic,1500.0,,,,,,AR,Arkansas,70,food processing,Food & Beverage,M,United States,1708230002206,//specials-images.forbesimg.com/imageserve/5d64062e673aa300083c1626/416x416.jpg?background=000000&cropX1=1563&cropX2=4896&cropY1=263&cropY2=3593,0.0,2500.326,1267,1267
1494,1415,Wan Long,Wan,wan-long,wan-long,1500.0,,,,,,,,83,food,Food & Beverage,M,China,1708230002206,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,0.0,1279.319,2207,2207
1495,1415,Wei Ing-Chou,Wei,wei-ing-chou,wei-ing-chou,1500.0,,,,,,,,70,"food, beverages",Food & Beverage,M,Taiwan,1708230002206,//specials-images.forbesimg.com/imageserve/5c7247d5a7ea431000435306/416x416.jpg?background=000000&cropX1=1071&cropX2=2428&cropY1=54&cropY2=1411,0.0,1778.45,1695,1695
1496,1415,Wei Yin-Chun,Wei,wei-yin-chun,wei-yin-chun,1500.0,,,,,,,,66,"food, beverages",Food & Beverage,M,Taiwan,1708230002206,//specials-images.forbesimg.com/imageserve/5c72483c4bbe6f51818abb48/416x416.jpg?background=000000&cropX1=39&cropX2=2225&cropY1=252&cropY2=2439,0.0,1764.192,1706,1706
1497,1415,Wei Yin-Heng,Wei,wei-yin-heng,wei-yin-heng,1500.0,,,,,,,,65,"food, beverages",Food & Beverage,M,Taiwan,1708230002206,//specials-images.forbesimg.com/imageserve/5c7d5afc4bbe6f5e1846588e/416x416.jpg?background=000000&cropX1=421&cropX2=724&cropY1=157&cropY2=460,0.0,1764.192,1706,1707
1498,1415,Arne Wilhelmsen,Wilhelmsen,arne-wilhelmsen,arne-wilhelmsen,1500.0,,,,,,,,94,cruise ships,Logistics,M,Norway,1586843228550,//specials-images.forbesimg.com/imageserve/58a386e64bbe6f0e5586cff9/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=5&cropY2=748,,,,
1499,1415,Wong Man Li,Wong,wong-man-li,wong-man-li,1500.0,,,,,,,,59,furniture,Manufacturing,M,Hong Kong,1708230002206,https://specials-images.forbesimg.com/imageserve/60352ceeb298c5f4cc71abaa/416x416.jpg?background=000000&cropX1=0&cropX2=423&cropY1=0&cropY2=423,0.0,1906.528,1600,1600
1500,1415,Ian Wood,Wood,ian-wood,ian-wood,1500.0,,,,,,,,81,energy services,Energy,M,United Kingdom,1708230002206,//specials-images.forbesimg.com/imageserve/5e77f25dd8e1ae0007b738e5/416x416.jpg?background=000000&cropX1=79&cropX2=978&cropY1=83&cropY2=982,0.0,1663.97,1793,1793
1501,1415,Wu Junbao,Wu,wu-junbao,no-pic,1500.0,,,,,,,,58,education,Service,M,China,1604523240316,//specials-images.forbesimg.com/imageserve/5dc2fef7b4d5050007a4fe22/416x416.jpg?background=000000&cropX1=42&cropX2=344&cropY1=81&cropY2=383,,,,
1502,1415,Wu Yiling,Wu,wu-yiling,wu-yiling,1500.0,,,,,,,,74,pharmaceuticals,Healthcare,M,China,1708230002206,//specials-images.forbesimg.com/imageserve/52fe6d2bf24e45432177784f7e1b8666/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=66&cropY2=810,0.0,2873.432,1105,1105
1503,1415,Xia Shudong,Xia,xia-shudong,no-pic,1500.0,,,,,,,,51,IT service,Technology,M,China,1617670455825,,,,,
1504,1415,Xu Shugen,Xu,xu-shugen,no-pic,1500.0,,,,,,,,58,"construction, mining machinery",Manufacturing,M,China,1708230002206,,0.0,2183.389,1424,1424
1505,1415,Vladimir Yevtushenkov,Yevtushenkov,vladimir-yevtushenkov,vladimir-yevtushenkov,1500.0,,,,,,,,75,"telecom, investments",Telecom,M,Russia,1708230002206,//specials-images.forbesimg.com/imageserve/5e77925210380d0006fbc11f/416x416.jpg?background=000000&cropX1=370&cropX2=3190&cropY1=20&cropY2=2841,0.0,1650.867,1808,1808
1506,1415,Yu Faxiang,Yu,yu-faxiang,no-pic,1500.0,,,,,,,,52,"tourism, cultural industry",Media & Entertainment,M,China,1708230002206,,0.0,1021.807,2516,2516
1507,1415,Zhang Liaoyuan,Zhang,zhang-liaoyuan,no-pic,1500.0,,,,,,,,47,food,Food & Beverage,M,China,1586220766997,//specials-images.forbesimg.com/imageserve/5e793662d8e1ae0007b75372/416x416.jpg?background=000000&cropX1=1872&cropX2=3705&cropY1=733&cropY2=2566,,,,
1508,1415,Shusheng Zheng,Zheng,shusheng-zheng-1,no-pic,1500.0,,,,,,,,58,telecom,Telecom,M,China,1617670418916,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,,,,
